lieu;titre;adresse;ville;code_postal;code_insee
non renseigne;orchestre philharmonique de radio france;non renseigne;non renseigne;75000;
la recyclerie;le festival plein air fait son before a la recyclerie;83 boulevard ornano;paris;75018;75118
le 6b;carnaval de saint-denis : mythes et metamorphoses !;6-10 quai de seine;saint-denis;93200;
le cube;une journee rythmee en ateliers creatifs;20 cours st vincent;issy-les- moulineaux;92130;92040
eglise historique;concert flute et harpe;48 rue de lille;paris;75007;75107
non renseigne;festival paris l'ete 2022;non renseigne;non renseigne;75000;
bibliotheque du cinema francois truffaut;projection-rencontre : comment autoproduire un film ?;forum des halles, niveau -3, 4 rue du cinema;paris;75001;75101
centre paris anim' mercoeur;multimedia;4 rue mercoeur;paris;75011;75111
non renseigne;ateliers de percussions corporelles et vocales;38 rue broca;paris;75005;75105
halte femme;paris 12e : ou donner vos vetements a paris ?;6-8 passage raguinot;paris;75012;75112
studio 104 radio france;yves rousseau, jean-marie machado;116 avenue du president kennedy;paris;75016;
auditorium de radio france;jean-francois zygel, fantaisies sur beethoven;116 avenue du president kennedy;paris;75016;
centre paris anim' la grange aux belles;planete z - exposition de jeanne frank;6 rue boy zelenski;paris;75010;75110
philharmonie de paris;les poemes de franck / les siecles - francois-xavier roth;221 avenue jean jaures;paris;75019;75119
le baiser sale;ellinoa #jazzdedemain;58 rue des lombards;paris;75001;75101
theatre de la ville - espace cardin;la reine de la piste;1 avenue gabriel;paris;75008;75108
tour jean sans peur;visite de la tour saint jean;20 rue etienne marcel;paris;75002;75102
non renseigne;descente dans les catacombes : visite privilege;non renseigne;non renseigne;75000;
maison du geste et de l'image;"""moi, toi, nous""  stage photo 15/18 ans";42 rue saint-denis;paris;75001;75101
maison du geste et de l'image;"""nos mondes""  stage video 12/15 ans";42 rue saint-denis;paris;75001;75101
maison du geste et de l'image;"""cadavre exquis""  stage photo 12/15 ans";42 rue saint-denis;paris;75001;75101
eglise saint-merry;chur melanges, chant;76 rue de la verrerie;paris;75004;75104
parc de la villette;garmin triathlon de paris 2022;211 avenue jean jaures;paris;75019;75119
la gaite lyrique;contes a paillettes  capitaine futur;3 bis rue papin;paris;75003;75103
gobelins, l'ecole de l'image;cours du soir gobelins : morphologie;73, boulevard saint marcel;paris;75013;75113
academie musicale du 13e glaciere;nouvelle ecole : une academie musicale dans le 13e;1 rue henri becque;paris;75013;75113
supersonic;makthaverskan  unspkble  fleur du mal / supersonic (free entry);9 rue biscornet;paris;75012;75112
musee d'orsay;sophie calle et son invite jean-paul demoule - les fantomes d'orsay;1 rue de la legion d'honneur;paris;75007;75107
theatre bobino;fier.e.s dans le cadre du festival d'humour de paris;14-20 rue de la gaite;paris;75014;75114
mediatheque jean-pierre melville;heure du conte pour les grands;79 rue nationale;paris;75013;75113
mairie du 10e arrondissement;trouble dans le portrait : une exposition de christophe beauregard;72 rue du faubourg saint-martin;paris;75010;75110
le bal blomet;captain - de marvin gaye a stevie wonder au bal blomet;33 rue blomet;paris;75015;75115
musee de la vie romantique, hotel scheffer-renan;exposition 'heroines romantiques';16 rue chaptal;paris;75009;75109
institut des cultures d'islam (ici);exposition  silsila, le voyage des regards  a l'ici;56 rue stephenson;paris;75018;75118
3615 croisiere;3615 croisiere - saison 3 - vol 14;2 quai saint-bernard;paris;75005;75105
3615 croisiere;3615 croisiere - saison 3 - vol 13;2 quai saint-bernard;paris;75005;75105
3615 croisiere;3615 croisiere - saison 3 - vol 12;2 quai saint-bernard;paris;75005;75105
3615 croisiere;3615 croisiere - saison 3 - vol 11;2 quai saint-bernard;paris;75005;75105
fondation edf; faut-il voyager pour etre heureux ?  a la fondation edf;6 rue recamier;paris;75007;75107
maison paris nature;quand les robots sinspirent de la biodiversite;parc floral de paris;paris;75012;75112
la recyclerie;marge ou creve ! festival de dessin de presse;83 boulevard ornano;paris;75018;75118
bibliotheque marguerite audoux;rencontre avec laurent joly.;10 rue portefoin;paris;75003;75103
le 6b;karaib festival 2022;6-10 quai de seine;saint-denis;93200;
openbach galerie;m0nsanto collection - haudry branding;12 rue jean sebastien bach;paris;75013;75113
theatre paris-villette;after all springville  miet warlop;21 avenue jean jaures;paris;75019;75119
bibliotheque rainer maria rilke;concours de comic strips  3 a 4 cases, 1 ligne ;88 ter boulevard de port-royal;paris;75005;75105
non renseigne;partir en livre dans les bibliotheques de paris;non renseigne;non renseigne;75000;
theatre paris-villette;le marteau et la faucille  julien gosselin;211 avenue jean-jaures;paris;75019;75119
place de la fontaine aux lions;pigments  cirkvost;la villette;paris;75019;75119
le baiser sale;jam session animee par caloe;58 rue des lombards;paris;75001;75101
theatre du chatelet;pina bausch / tanztheater wuppertal;1 place du chatelet;paris;75001;75101
micadanses;stages de danses afrourbaine special debutants a micadanses;15 rue geoffroy l'asnier;paris;75004;75104
le carreau du temple;stages de danse afrourbaine au carreau du temple;2 rue perree;paris;75003;75103
mpaa/la canopee - maison des pratiques artistiques amateurs;explorations;10 passage de la canopee;paris;75001;75101
espace jeunes nathalie sarraute;les drapes de l'independance, le monde en partage;8 esplanade nathalie sarraute;paris;75018;75118
isart digital;stages vacances d'ete : jeu video, dessin, animation 3d...;60 boulevard richard lenoir;paris;75011;75111
palais  galliera - musee de la mode de la ville de paris;une histoire de la mode au palais galliera;10 avenue pierre 1er de serbie;paris;75016;
supersonic;sweeping promises en concert au supersonic;9 rue biscornet;paris;75012;75112
musee des arts decoratifs;a la rencontre du petit prince;107-111, rue de rivoli;paris;75001;75101
grande galerie de l'evolution;revivre, les animaux disparus en realite augmentee;36 rue geoffroy saint-hilaire;paris;75005;75105
non renseigne;amour, crise et litterature;non renseigne;non renseigne;75000;
atelier du plateau;experimentation art et science;5 rue du plateau;paris;75019;75119
musee d'art moderne de paris;toyen, l'ecart absolu;11 avenue du president wilson;paris;75016;
la gaite lyrique;super code;3 bis rue papin;paris;75003;75103
non renseigne;cine-club coree;non renseigne;non renseigne;75000;
base de loisirs de jablines;mud girl;jablines;jablines;77450;77171
base de loisirs de jablines;mud girl;jablines;jablines;77450;77234
base de loisirs de jablines;mud girl;jablines;jablines;77450;77248
base de loisirs de jablines;mud girl;jablines;jablines;77450;77232
base de loisirs de jablines;mud girl;jablines;jablines;77450;77474
base de loisirs de jablines;mud girl;jablines;jablines;77450;77498
base de loisirs de jablines;mud girl;jablines;jablines;77450;77125
base de loisirs de jablines;mud girl;jablines;jablines;77450;77315
mpaa/broussais - maison des pratiques artistiques amateurs;rebonds ! atelier danse / basketball  equipe mpaa / broussais;100 rue didot;paris;75014;75114
bibliotheque benoite groult;et si vous larguiez les amarres ?;25 rue du commandant rene mouchotte;paris;75014;75114
mediatheque helene berr;petits dejeuners litteraires - 1er semestre 2022;70 rue de picpus;paris;75012;75112
mediatheque marguerite duras;arsenic et vieilles dentelles;115, rue de bagnolet;paris;75020;75120
mediatheque francoise sagan;discomarche !;8 rue leon schwartzenberg;paris;75010;75110
maif social club;"visites guidees pour les tout-petits de l'exposition ""prendre la tangente""";37 rue de turenne;paris;75003;75103
supersonic;dancing queen / nuit disco paillette du supersonic;9 rue biscornet;paris;75012;75112
3615 croisiere;3615 croisiere - saison 3 - vol 5;2 quai saint-bernard;paris;75005;75105
le bal blomet;bach to beatles  sanya kroitor & laetitia himo;33 rue blomet;paris;75015;75115
le bal blomet;elsa moatti  exils;33 rue blomet;paris;75015;75115
paris porte de versailles hall 3;mif expo  le salon du made in france  10eme edition;1 place de la porte de versailles;paris;75015;75115
non renseigne;paris est une fete : visite guidee du paris d'ernest hemingway;non renseigne;non renseigne;75000;
musee departemental albert kahn;autour du monde, la traversee des images dalbert kahn a curiosity;2 rue du port;boulogne-billancourt;92100;92012
philharmonie de paris;sheherazade : un conte musical;221 avenue jean jaures;paris;75019;75119
athenee theatre louis jouvet;'mon amant de saint jean' avec stephanie d'oustrac et vincent dumestre;5 square de l'opera louis jouvet;paris;75009;75109
studio de l'ermitage;roda de l'ermitage invite wallace negao / samba;8 rue de l'ermitage;paris;75020;75120
studio de l'ermitage;marjolaine reymond;8 rue de l'ermitage;paris;75020;75120
le baiser sale;nerijhe, les caribeennes de mai;58 rue des lombards;paris;75001;75101
sunset & sunside;violette;60 rue des lombards;paris;75001;75101
palais de tokyo;laura henno -  ge ouryao ! pourquoi tas peur! ;13, avenue du president wilson;paris;75016;
la gaite lyrique;gilla band (ex- girl band);3 bis rue papin;paris;75003;75103
mairie de paris centre;festival de chorales de paris centre;2 rue eugene spuller;paris;75003;75103
mediatheque violette leduc;atelier d'initiation a la genealogie;18 rue faidherbe;paris;75011;75111
theatre de paris;les producteurs au theatre de paris : oui, on peut rire de tout !;15 rue blanche;paris;75009;75109
sunset & sunside;sarah lenka & macha gharibian;60 rue des lombards;paris;75001;75101
non renseigne;croisiere navette entre choisy-le-roi et alfortville;non renseigne;non renseigne;75000;
memorial de la shoah;rencontre : une lecture de proust;17 rue geoffroy l'asnier;paris;75004;75104
supersonic;ambiance pop/rock au supersonic !;9 rue biscornet;paris;75012;75112
memorial de la shoah;les eglises et le tournant de lete 1942;17 rue geoffroy l'asnier;paris;75004;75104
memorial de la shoah;"projection : ""comme si cetait hier"" de myriam abramowicz et esther hoffenberg";17 rue geoffroy l'asnier;paris;75004;75104
bibliotheque colette vivier;rencontre : recit d'une enfance entre le portugal et la france;6 rue fourneyron;paris;75017;75117
mediatheque de la canopee la fontaine;"cafe-atelier ""retraite-es ? envie d'agir ?""";10 passage de la canopee;paris;75001;75101
creche municipale 6 rue rambuteau (saint-avoye);les samedis en famille  creche rambuteau;6 rue rambuteau;paris;75003;75103
creche collective saint-charles;les samedis en famille  creche saint-charles;193 rue saint-charles;paris;75015;75115
creche municipale pereire (84 m bd);les samedis en famille  creche pereire;84 m boulevard pereire;paris;75017;75117
le point fort d'aubervilliers;la cite des marmots avec amadou & mariam;174 avenue jean jaures;aubervilliers;93300;93001
parc de la villette;rhizome by lowless: a strange wedding, thais, alcachofa;prairie du cercle nord;paris;75019;75119
hotel de sully;art'r 2022 / carte blanche a satchie noro;5 place des vosges;paris;75004;75104
bibliotheque marguerite audoux;rencontre avec paulo branco, producteur de cinema;10 rue portefoin;paris;75003;75103
palais de la porte doree - aquarium tropical;la fete de l'ocean 2022;293 av. daumesnil;paris;75012;75112
jardin des grands explorateurs marco polo et cavelier de la salle;bibliotheque hors les murs de la bibliotheque rilke;avenue de lobservatoire;paris;75006;75106
lahah #griset;katrin koskaru - engine noise from the sun;4 cite griset (3eme etage);paris;75011;75111
la bellevilloise;cafe-concert : les freres dubz;19-21 rue boyer;paris;75020;75120
sunset & sunside;peter bernstein en ouverture du festival jazz sur seine;60 rue des lombards;paris;75001;75101
promenade plantee - jardin de reuilly - coulee verte;festival coulee douce 2022;1 rue jacques hillairet;paris;75012;75112
non renseigne;libraire d'un jour : le 24 juin, partagez vos lectures !;non renseigne;non renseigne;75000;
musee en herbe; mondes imaginaires - speedy graphito  au musee en herbe;23, rue de l'arbre-sec;paris;75001;75101
bibliotheque amelie;atelier origamis;164 rue de grenelle;paris;75007;75107
maison paris nature;les coulisses du jardin des papillons;parc floral de paris;paris;75012;75112
parc floral de paris;sylvaine helary  glowing life ;route de la pyramide;paris;75012;75112
mediatheque francoise sagan;atelier de conversation;8 rue leon schwartzenberg;paris;75010;75110
non renseigne;villes de demain : innovations d'europe du nord;non renseigne;non renseigne;75000;
eglise saint germain des pres;les 4 saisons de vivaldi integrale - petite musique de nuit;3 place saint-germain des pres;paris;75006;75106
cinema le balzac;the house that jack built de lars von trier;1 rue balzac;paris;75008;75108
le baiser sale;jean-marie ecay trio;58 rue des lombards;paris;75001;75101
studio la brique rouge;exposition fmr par oski photo;14 rue le bua;paris;75020;75120
parc floral de paris;rhoda scott  lady all star  | selene saint-aime;route de la pyramide;paris;75012;75112
bibliotheque benoite groult;preparez votre visite de l'exposition gaudi a la bibliotheque benoite groult !;25 rue du commandant rene mouchotte;paris;75014;75114
mediatheque francoise sagan;permanences ecrivain public;8 rue leon schwartzenberg;paris;75010;75110
centre culturel irlandais;guggi - une retrospective;5 rue des irlandais;paris;75005;75105
memorial de la shoah;saison estivale du cinema en plein air au memorial de la shoah;17, rue geoffroy lasnier;paris;75004;75104
